,Joined,Locus tag,Name
21,NZ_CP007470.1_48074_48838,NTHI477_RS00230,molybdate ABC transporter substrate-binding protein
22,NZ_CP007470.1_698508_700334,NTHI477_RS03340,ABC transporter ATP-binding protein
23,NZ_CP007470.1_1098176_1099705,NTHI477_RS05255,ABC transporter ATP-binding protein/permease
24,NZ_CP007470.1_1630838_1632295,NTHI477_RS08005,ribose ABC transporter ATP-binding protein RbsA
25,NZ_CP007470.1_1121114_1122691,NTHI477_RS05380,lipid A ABC transporter ATP-binding protein/permease MsbA
26,NZ_CP007470.1_915809_917314,NTHI477_RS04350,galactose/methyl galactoside ABC transporter ATP-binding protein MglA
27,NZ_CP007470.1_569643_570590,NTHI477_RS02720,peptide ABC transporter ATP-binding protein
28,NZ_CP007470.1_633275_634156,NTHI477_RS03025,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF
29,NZ_CP007470.1_568627_569448,NTHI477_RS02715,dipeptide ABC transporter ATP-binding protein
30,NZ_CP007470.1_663738_664526,NTHI477_RS03180,phospholipid ABC transporter ATP-binding protein MlaF
31,NZ_CP007470.1_632205_633146,NTHI477_RS03020,ABC transporter ATP-binding protein
32,NZ_CP007470.1_670142_670888,NTHI477_RS03225,amino acid ABC transporter ATP-binding protein
33,NZ_CP007470.1_1841178_1842578,NTHI477_RS09035,TrkH family potassium uptake protein
34,NZ_CP007470.1_572354_573082,NTHI477_RS02735,arginine ABC transporter ATP-binding protein ArtP
35,NZ_CP007470.1_398512_399987,NTHI477_RS01940,energy-dependent translational throttle protein EttA
36,NZ_CP007470.1_1019182_1020213,NTHI477_RS04885,methionine ABC transporter ATP-binding protein MetN
37,NZ_CP007470.1_1235758_1237125,NTHI477_RS05915,glutathione-disulfide reductase
38,NZ_CP007470.1_1593280_1594065,NTHI477_RS07800,nucleoside triphosphate pyrophosphohydrolase
39,NZ_CP007470.1_783006_783458,NTHI477_RS03710,dUTP diphosphatase
40,NZ_CP007470.1_1564524_1565306,NTHI477_RS07650,NAD(+) diphosphatase
41,NZ_CP007470.1_1137590_1138462,NTHI477_RS05435,NAD(+) kinase
42,NZ_CP007470.1_294634_296169,NTHI477_RS01490,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
43,NZ_CP007470.1_293196_294617,NTHI477_RS01485,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta
44,NZ_CP007470.1_1623255_1623959,NTHI477_RS07970,acid phosphatase AphA
45,NZ_CP007470.1_123030_124559,NTHI477_RS00580,signal peptide peptidase SppA
46,NZ_CP007470.1_1819213_1819944,NTHI477_RS08925,5'/3'-nucleotidase SurE
47,NZ_CP007470.1_1808545_1809264,NTHI477_RS08885,lipoprotein e(P4)
48,NZ_CP007470.1_1436408_1437046,NTHI477_RS06900,adenylate kinase
49,NZ_CP007470.1_852310_852927,NTHI477_RS04040,dephospho-CoA kinase
50,NZ_CP007470.1_1672874_1674589,NTHI477_RS08180,urease subunit alpha
51,NZ_CP007470.1_1674986_1675285,NTHI477_RS08190,urease subunit gamma
52,NZ_CP007470.1_964399_965445,NTHI477_RS04655,uncharacterized gene
53,NZ_CP007470.1_869129_869551,NTHI477_RS04115,nucleoside-diphosphate kinase
54,NZ_CP007470.1_1058844_1059467,NTHI477_RS05070,guanylate kinase
55,NZ_CP007470.1_686309_687019,NTHI477_RS03290,UMP kinase
56,NZ_CP007470.1_774222_775100,NTHI477_RS03665,bifunctional riboflavin kinase/FAD synthetase
57,NZ_CP007470.1_1728884_1729675,NTHI477_RS08450,Cof-type HAD-IIB family hydrolase
58,NZ_CP007470.1_1536995_1537855,NTHI477_RS07525,pyridoxal kinase
59,NZ_CP007470.1_577101_578243,NTHI477_RS02770,methionine adenosyltransferase
60,NZ_CP007470.1_642874_644013,NTHI477_RS03070,MalY/PatB family protein
61,NZ_CP007470.1_1279376_1281052,NTHI477_RS06135,NAD nucleotidase
62,NZ_CP007470.1_1689628_1690434,NTHI477_RS08280,"3'(2'),5'-bisphosphate nucleotidase CysQ"
63,NZ_CP007470.1_427409_427948,NTHI477_RS02050,adenine phosphoribosyltransferase
64,NZ_CP007470.1_599028_599552,NTHI477_RS02870,hypoxanthine phosphoribosyltransferase
65,NZ_CP007470.1_535834_536520,NTHI477_RS02550,5'-methylthioadenosine/adenosylhomocysteine nucleosidase
66,NZ_CP007470.1_1052067_1053194,NTHI477_RS05045,FMN-dependent L-lactate dehydrogenase LldD
67,NZ_CP007470.1_585357_588434,NTHI477_RS02815,FAD-binding and (Fe-S)-binding domain-containing protein
68,NZ_CP007470.1_1121117_1122850,NTHI477_RS05380,lipid A ABC transporter ATP-binding protein/permease MsbA
69,NZ_CP007470.1_97090_98508,NTHI477_RS00425,pyruvate kinase
70,NZ_CP007470.1_425837_427210,NTHI477_RS02045,dihydrolipoyl dehydrogenase
71,NZ_CP007470.1_424413_425708,NTHI477_RS02040,pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
72,NZ_CP007470.1_453798_455024,NTHI477_RS02175,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
73,NZ_CP007470.1_1251247_1253526,NTHI477_RS06000,formate C-acetyltransferase
74,NZ_CP007470.1_408637_409812,NTHI477_RS01980,NADP-dependent malic enzyme
75,NZ_CP007470.1_753059_754132,NTHI477_RS03550,3-isopropylmalate dehydrogenase
76,NZ_CP007470.1_408643_409851,NTHI477_RS01980,NADP-dependent malic enzyme
77,NZ_CP007470.1_408643_409863,NTHI477_RS01985,DUF1919 domain-containing protein
78,NZ_CP007470.1_1382604_1383959,NTHI477_RS06595,L-serine ammonia-lyase
79,NZ_CP007470.1_993210_994718,NTHI477_RS04775,"threonine ammonia-lyase, biosynthetic"
80,NZ_CP007470.1_549484_551616,NTHI477_RS02615,phosphate acetyltransferase
81,NZ_CP007470.1_957268_958446,NTHI477_RS04615,acetyl-CoA C-acetyltransferase
82,NZ_CP007470.1_840020_841117,NTHI477_RS03990,glutamate 5-kinase
83,NZ_CP007470.1_1262389_1263675,NTHI477_RS06050,NADP-specific glutamate dehydrogenase
84,NZ_CP007470.1_1262329_1263672,NTHI477_RS06050,NADP-specific glutamate dehydrogenase
85,NZ_CP007470.1_11544_12272,NTHI477_RS00060,5-oxoprolinase subunit PxpA
86,NZ_CP007470.1_9999_10604,NTHI477_RS00050,5-oxoprolinase subunit PxpB
87,NZ_CP007470.1_872072_873460,NTHI477_RS04130,glutamate--ammonia ligase
88,NZ_CP007470.1_1607860_1608438,NTHI477_RS07865,imidazole glycerol phosphate synthase subunit HisH
89,NZ_CP007470.1_439696_440265,NTHI477_RS02115,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
90,NZ_CP007470.1_1379900_1381111,NTHI477_RS06585,pyridoxal phosphate-dependent aminotransferase
91,NZ_CP007470.1_929709_931079,NTHI477_RS04410,argininosuccinate lyase
92,NZ_CP007470.1_1053411_1054217,NTHI477_RS05050,glutamate racemase
93,NZ_CP007470.1_1376768_1378456,NTHI477_RS06570,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
94,NZ_CP007470.1_1430936_1433413,NTHI477_RS06875,nitrate reductase catalytic subunit NapA
95,NZ_CP007470.1_662694_663314,NTHI477_RS03175,superoxide dismutase [Mn]
96,NZ_CP007470.1_876684_877310,NTHI477_RS04145,pyridoxamine 5'-phosphate oxidase
97,NZ_CP007470.1_928687_929571,NTHI477_RS04405,UTP--glucose-1-phosphate uridylyltransferase GalU
98,NZ_CP007470.1_1438553_1439566,NTHI477_RS06910,UDP-glucose 4-epimerase GalE
99,NZ_CP007470.1_641336_642649,NTHI477_RS03065,xylose isomerase
100,NZ_CP007470.1_590064_591029,NTHI477_RS02830,ferrochelatase
101,NZ_CP007470.1_548211_549413,NTHI477_RS02610,acetate kinase
102,NZ_CP007470.1_1056334_1058376,NTHI477_RS05060,"bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase"
103,NZ_CP007470.1_1421737_1423965,NTHI477_RS06825,GTP diphosphokinase
104,NZ_CP007470.1_932281_933894,NTHI477_RS04420,phosphoenolpyruvate carboxykinase (ATP)
105,NZ_CP007470.1_542914_543768,NTHI477_RS02580,malate dehydrogenase
106,NZ_CP007470.1_518054_520690,NTHI477_RS02490,phosphoenolpyruvate carboxylase
107,NZ_CP007470.1_1083986_1085488,NTHI477_RS05185,citrate lyase subunit alpha
108,NZ_CP007470.1_1085503_1086372,NTHI477_RS05190,citrate (pro-3S)-lyase subunit beta
109,NZ_CP007470.1_504776_505963,NTHI477_RS02385,amino acid aminotransferase
110,NZ_CP007470.1_906288_907943,NTHI477_RS04290,fumarate reductase (quinol) flavoprotein subunit
111,NZ_CP007470.1_1460145_1461356,NTHI477_RS07035,IscS subfamily cysteine desulfurase
112,NZ_CP007470.1_94465_95505,NTHI477_RS00415,alanine racemase
113,NZ_CP007470.1_556194_557060,NTHI477_RS02645,succinate--CoA ligase subunit alpha
114,NZ_CP007470.1_557066_558229,NTHI477_RS02650,ADP-forming succinate--CoA ligase subunit beta
115,NZ_CP007470.1_1756702_1758069,NTHI477_RS08625,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
116,NZ_CP007470.1_199020_199670,NTHI477_RS00980,GTP cyclohydrolase I FolE
117,NZ_CP007470.1_1285763_1286407,NTHI477_RS06160,GTP cyclohydrolase II
118,NZ_CP007470.1_1009055_1010299,NTHI477_RS04835,diaminopimelate decarboxylase
119,NZ_CP007470.1_788677_790209,NTHI477_RS03750,"L-2,4-diaminobutyrate decarboxylase"
120,NZ_CP007470.1_1108055_1108690,NTHI477_RS05315,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
121,NZ_CP007470.1_1152980_1155424,NTHI477_RS05530,bifunctional aspartate kinase/homoserine dehydrogenase I
122,NZ_CP007470.1_1694153_1695142,NTHI477_RS08305,aspartate--ammonia ligase
123,NZ_CP007470.1_1668262_1669659,NTHI477_RS08155,aspartate ammonia-lyase
124,NZ_CP007470.1_244724_246115,NTHI477_RS01285,class II fumarate hydratase
125,NZ_CP007470.1_919723_920769,NTHI477_RS04365,galactose-1-phosphate uridylyltransferase
126,NZ_CP007470.1_532998_535751,NTHI477_RS02545,TonB-dependent receptor
127,NZ_CP007470.1_80387_81670,NTHI477_RS00345,3-phosphoshikimate 1-carboxyvinyltransferase
128,NZ_CP007470.1_1205643_1206245,NTHI477_RS05760,uridine kinase
129,NZ_CP007470.1_1257682_1258500,NTHI477_RS06020,S-formylglutathione hydrolase
130,NZ_CP007470.1_1143519_1144895,NTHI477_RS05465,cysteine--tRNA ligase
131,NZ_CP007470.1_1206278_1206856,NTHI477_RS05765,dCTP deaminase
132,NZ_CP007470.1_671919_673553,NTHI477_RS03235,CTP synthase (glutamine hydrolyzing)
133,NZ_CP007470.1_716929_717870,NTHI477_RS03425,phosphoserine phosphatase
134,NZ_CP007470.1_386249_387262,NTHI477_RS01900,homoserine O-acetyltransferase
135,NZ_CP007470.1_146585_147556,NTHI477_RS00685,thiamine-phosphate kinase
136,NZ_CP007470.1_455133_457928,NTHI477_RS02180,2-oxoglutarate dehydrogenase E1 component
137,NZ_CP007470.1_1148734_1149813,NTHI477_RS05495,methionine biosynthesis PLP-dependent protein
138,NZ_CP007470.1_805622_806929,NTHI477_RS03825,phosphopyruvate hydratase
139,NZ_CP007470.1_667122_668378,NTHI477_RS03210,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
140,NZ_CP007470.1_212459_213247,NTHI477_RS01070,tryptophan synthase subunit alpha
141,NZ_CP007470.1_213259_214443,NTHI477_RS01075,tryptophan synthase subunit beta
142,NZ_CP007470.1_605050_606204,NTHI477_RS02910,prephenate dehydratase
143,NZ_CP007470.1_1147738_1148715,NTHI477_RS05490,2-hydroxyacid dehydrogenase
144,NZ_CP007470.1_108969_109895,NTHI477_RS00505,2-hydroxyacid dehydrogenase
145,NZ_CP007470.1_1537931_1538875,NTHI477_RS07530,acetyl-CoA carboxylase carboxyl transferase subunit alpha
146,NZ_CP007470.1_766626_767969,NTHI477_RS03620,acetyl-CoA carboxylase biotin carboxylase subunit
147,NZ_CP007470.1_389754_390638,NTHI477_RS01915,"acetyl-CoA carboxylase, carboxyltransferase subunit beta"
148,NZ_CP007470.1_1258515_1259648,NTHI477_RS06025,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
149,NZ_CP007470.1_759008_759967,NTHI477_RS03575,6-phosphofructokinase
150,NZ_CP007470.1_1254953_1255864,NTHI477_RS06010,N-acetylglucosamine kinase
151,NZ_CP007470.1_529775_530749,NTHI477_RS02535,class 1 fructose-bisphosphatase
152,NZ_CP007470.1_1784846_1785802,NTHI477_RS08760,class II fructose-bisphosphatase
153,NZ_CP007470.1_1215680_1216456,NTHI477_RS05815,glucosamine-6-phosphate deaminase
154,NZ_CP007470.1_1561540_1563369,NTHI477_RS07635,glutamine--fructose-6-phosphate transaminase (isomerizing)
155,NZ_CP007470.1_92701_94347,NTHI477_RS00410,glucose-6-phosphate isomerase
156,NZ_CP007470.1_10622_11527,NTHI477_RS00055,5-oxoprolinase/urea amidolyase family protein
157,NZ_CP007470.1_1200183_1201343,NTHI477_RS05720,cystathionine beta-lyase
158,NZ_CP007470.1_1148743_1149819,NTHI477_RS05495,methionine biosynthesis PLP-dependent protein
159,NZ_CP007470.1_642904_644028,NTHI477_RS03070,MalY/PatB family protein
160,NZ_CP007470.1_675786_676919,NTHI477_RS03250,cytochrome d ubiquinol oxidase subunit II
161,NZ_CP007470.1_1688095_1689537,NTHI477_RS08275,glucose-6-phosphate dehydrogenase
162,NZ_CP007470.1_1038455_1039459,NTHI477_RS04980,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
163,NZ_CP007470.1_1806096_1807610,NTHI477_RS08875,glycerol kinase GlpK
164,NZ_CP007470.1_649431_650363,NTHI477_RS03095,cysteine synthase A
165,NZ_CP007470.1_1789592_1791043,NTHI477_RS08800,aminoacyl-histidine dipeptidase
166,NZ_CP007470.1_34089_35555,NTHI477_RS00170,leucyl aminopeptidase
167,NZ_CP007470.1_957271_958446,NTHI477_RS04615,acetyl-CoA C-acetyltransferase
168,NZ_CP007470.1_841218_841697,NTHI477_RS03995,type 3 dihydrofolate reductase
169,NZ_CP007470.1_388445_389737,NTHI477_RS01910,bifunctional tetrahydrofolate synthase/dihydrofolate synthase
170,NZ_CP007470.1_81673_82506,NTHI477_RS00350,formyltetrahydrofolate deformylase
171,NZ_CP007470.1_853001_854263,NTHI477_RS04045,serine hydroxymethyltransferase
172,NZ_CP007470.1_300680_301963,NTHI477_RS01505,glucose-1-phosphate adenylyltransferase
173,NZ_CP007470.1_987904_989301,NTHI477_RS04765,phospho-sugar mutase
174,NZ_CP007470.1_433247_433936,NTHI477_RS02080,orotidine-5'-phosphate decarboxylase
175,NZ_CP007470.1_430153_430776,NTHI477_RS02060,uracil phosphoribosyltransferase
176,NZ_CP007470.1_256764_258242,NTHI477_RS01350,anthranilate synthase component I
177,NZ_CP007470.1_256146_256724,NTHI477_RS01345,aminodeoxychorismate/anthranilate synthase component II
178,NZ_CP007470.1_1792592_1793329,NTHI477_RS08815,triose-phosphate isomerase
179,NZ_CP007470.1_127237_128049,NTHI477_RS00600,phosphorylcholine kinase LicA
180,NZ_CP007470.1_1803994_1805037,NTHI477_RS08865,glycerophosphodiester phosphodiesterase
181,NZ_CP007470.1_494326_495270,NTHI477_RS02335,ribose-phosphate pyrophosphokinase
182,NZ_CP007470.1_1634281_1635186,NTHI477_RS08020,ribokinase
183,NZ_CP007470.1_1599001_1599648,NTHI477_RS07820,ribose-5-phosphate isomerase RpiA
184,NZ_CP007470.1_1059715_1060710,NTHI477_RS05075,type I glyceraldehyde-3-phosphate dehydrogenase
185,NZ_CP007470.1_637558_638148,NTHI477_RS03045,deoxyribose-phosphate aldolase
186,NZ_CP007470.1_718234_720210,NTHI477_RS03430,transketolase
187,NZ_CP007470.1_1657041_1658111,NTHI477_RS08105,class II fructose-bisphosphate aldolase
188,NZ_CP007470.1_1603129_1604034,NTHI477_RS07845,ATP phosphoribosyltransferase
189,NZ_CP007470.1_545453_546964,NTHI477_RS02595,amidophosphoribosyltransferase
190,NZ_CP007470.1_256158_256724,NTHI477_RS01345,aminodeoxychorismate/anthranilate synthase component II
191,NZ_CP007470.1_254656_255654,NTHI477_RS01335,anthranilate phosphoribosyltransferase
192,NZ_CP007470.1_1308631_1309536,NTHI477_RS06240,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA
193,NZ_CP007470.1_1456382_1457971,NTHI477_RS07010,Fe-S protein assembly chaperone HscA
194,NZ_CP007470.1_416975_418744,NTHI477_RS02020,molecular chaperone DnaK
195,NZ_CP007470.1_1753985_1755352,NTHI477_RS08610,adenylosuccinate lyase
196,NZ_CP007470.1_560717_561745,NTHI477_RS02665,branched-chain-amino-acid transaminase
197,NZ_CP007470.1_920849_921988,NTHI477_RS04370,galactokinase
198,NZ_CP007470.1_372953_373615,NTHI477_RS01845,acylneuraminate cytidylyltransferase
199,NZ_CP007470.1_857508_859094,NTHI477_RS04060,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
200,NZ_CP007470.1_1309672_1311117,NTHI477_RS06245,IMP dehydrogenase
201,NZ_CP007470.1_514317_515609,NTHI477_RS02475,adenylosuccinate synthase
202,NZ_CP007470.1_610702_611616,NTHI477_RS02935,D-alanine--D-alanine ligase
203,NZ_CP007470.1_786584_787864,NTHI477_RS03735,diaminobutyrate--2-oxoglutarate transaminase
204,NZ_CP007470.1_1604133_1605413,NTHI477_RS07850,histidinol dehydrogenase
205,NZ_CP007470.1_1521185_1522870,NTHI477_RS07450,long-chain-fatty-acid--CoA ligase FadD
206,NZ_CP007470.1_954578_955228,NTHI477_RS04600,acetate CoA-transferase subunit alpha
207,NZ_CP007470.1_955242_955901,NTHI477_RS04605,3-oxoacid CoA-transferase subunit B
208,NZ_CP007470.1_799811_800605,NTHI477_RS03800,inositol-1-monophosphatase
209,NZ_CP007470.1_994828_996663,NTHI477_RS04780,dihydroxy-acid dehydratase
210,NZ_CP007470.1_754326_755843,NTHI477_RS03555,2-isopropylmalate synthase
211,NZ_CP007470.1_1034298_1035134,NTHI477_RS04960,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
212,NZ_CP007470.1_200926_201795,NTHI477_RS00995,methylenetetrahydrofolate reductase
213,NZ_CP007470.1_1807694_1808158,NTHI477_RS08880,xanthine phosphoribosyltransferase
214,NZ_CP007470.1_1789018_1789482,NTHI477_RS08795,xanthine phosphoribosyltransferase
215,NZ_CP007470.1_1311245_1312807,NTHI477_RS06250,glutamine-hydrolyzing GMP synthase
216,NZ_CP007470.1_1401294_1402106,NTHI477_RS06700,pyrroline-5-carboxylate reductase
217,NZ_CP007470.1_1621805_1622305,NTHI477_RS07955,S-ribosylhomocysteine lyase
218,NZ_CP007470.1_1695213_1695884,NTHI477_RS08310,phosphoglycolate phosphatase
219,NZ_CP007470.1_108972_109901,NTHI477_RS00505,2-hydroxyacid dehydrogenase
220,NZ_CP007470.1_1727468_1728469,NTHI477_RS08445,ornithine carbamoyltransferase
221,NZ_CP007470.1_1247183_1247902,NTHI477_RS05975,peptidoglycan editing factor PgeF
222,NZ_CP007470.1_718246_720246,NTHI477_RS03430,transketolase
223,NZ_CP007470.1_1150709_1151980,NTHI477_RS05520,threonine synthase
224,NZ_CP007470.1_1658237_1659388,NTHI477_RS08110,phosphoglycerate kinase
225,NZ_CP007470.1_1599690_1600919,NTHI477_RS07825,phosphoglycerate dehydrogenase
226,NZ_CP007470.1_969712_970395,NTHI477_RS04695,"2,3-diphosphoglycerate-dependent phosphoglycerate mutase"
227,NZ_CP007470.1_1684896_1686296,NTHI477_RS08260,decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase
228,NZ_CP007470.1_1695939_1696604,NTHI477_RS08315,ribulose-phosphate 3-epimerase
229,NZ_CP007470.1_473043_473948,NTHI477_RS02250,KpsF/GutQ family sugar isomerase
230,NZ_CP007470.1_1109605_1110504,NTHI477_RS05325,sugar kinase
231,NZ_CP007470.1_214466_215218,NTHI477_RS01080,SDR family oxidoreductase
232,NZ_CP007470.1_1108709_1109551,NTHI477_RS05320,SDR family oxidoreductase
233,NZ_CP007470.1_1662025_1662588,NTHI477_RS08130,thymidine kinase
234,NZ_CP007470.1_1028103_1029839,NTHI477_RS04925,L-fucose isomerase
235,NZ_CP007470.1_922043_923029,NTHI477_RS04375,galactose-1-epimerase
236,NZ_CP007470.1_639819_641267,NTHI477_RS03060,xylulokinase
237,NZ_CP007470.1_206331_207209,NTHI477_RS01025,"(2E,6E)-farnesyl diphosphate synthase"
238,NZ_CP007470.1_783530_784573,NTHI477_RS03715,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
239,NZ_CP007470.1_1271071_1272141,NTHI477_RS06085,chorismate synthase
240,NZ_CP007470.1_331494_332603,NTHI477_RS01630,bifunctional chorismate mutase/prephenate dehydrogenase
241,NZ_CP007470.1_578978_579928,NTHI477_RS02780,aminodeoxychorismate synthase component I
242,NZ_CP007470.1_578364_578933,NTHI477_RS02775,anthranilate synthase component II
243,NZ_CP007470.1_256752_258254,NTHI477_RS01350,anthranilate synthase component I
244,NZ_CP007470.1_1378475_1379749,NTHI477_RS06580,hypothetical protein
245,NZ_CP007470.1_378775_379461,NTHI477_RS01870,hydroxyacylglutathione hydrolase
246,NZ_CP007470.1_1152035_1152958,NTHI477_RS05525,homoserine kinase
247,NZ_CP007470.1_386252_387316,NTHI477_RS01900,homoserine O-acetyltransferase
248,NZ_CP007470.1_1217027_1217866,NTHI477_RS05820,N-acetylneuraminate lyase
249,NZ_CP007470.1_987901_989427,NTHI477_RS04765,phospho-sugar mutase
250,NZ_CP007470.1_117896_118933,NTHI477_RS00550,3-deoxy-7-phosphoheptulonate synthase AroG
251,NZ_CP007470.1_627379_628329,NTHI477_RS03000,transaldolase
252,NZ_CP007470.1_1784822_1785811,NTHI477_RS08760,class II fructose-bisphosphatase
253,NZ_CP007470.1_1365849_1366487,NTHI477_RS06495,orotate phosphoribosyltransferase
254,NZ_CP007470.1_1373587_1374342,NTHI477_RS06555,uridine phosphorylase
255,NZ_CP007470.1_315322_316167,NTHI477_RS01550,cytidine deaminase
256,NZ_CP007470.1_1230588_1231301,NTHI477_RS05885,3-oxoacyl-ACP reductase FabG
257,NZ_CP007470.1_808028_809194,NTHI477_RS03840,glutathionylspermidine synthase family protein
258,NZ_CP007470.1_1793464_1793778,NTHI477_RS08820,thiosulfate sulfurtransferase GlpE
259,NZ_CP007470.1_13592_14923,NTHI477_RS00070,argininosuccinate synthase
260,NZ_CP007470.1_206391_207212,NTHI477_RS01025,"(2E,6E)-farnesyl diphosphate synthase"
261,NZ_CP007470.1_1687285_1687980,NTHI477_RS08270,6-phosphogluconolactonase
262,NZ_CP007470.1_1214365_1215507,NTHI477_RS05810,N-acetylglucosamine-6-phosphate deacetylase
263,NZ_CP007470.1_185244_186575,NTHI477_RS00895,phosphoglucosamine mutase
264,NZ_CP007470.1_1579821_1580744,NTHI477_RS07730,1-phosphofructokinase
265,NZ_CP007470.1_957268_958443,NTHI477_RS04615,acetyl-CoA C-acetyltransferase
266,NZ_CP007470.1_1219689_1220369,NTHI477_RS05835,N-acetylmannosamine-6-phosphate 2-epimerase
267,NZ_CP007470.1_1589851_1590468,NTHI477_RS07780,dTMP kinase
268,NZ_CP007470.1_836873_837721,NTHI477_RS03970,thymidylate synthase
269,NZ_CP007470.1_1027094_1027840,NTHI477_RS04920,DeoR/GlpR family DNA-binding transcription regulator
270,NZ_CP007470.1_1031810_1032436,NTHI477_RS04940,L-fuculose-phosphate aldolase
271,NZ_CP007470.1_786575_787858,NTHI477_RS03735,diaminobutyrate--2-oxoglutarate transaminase
272,NZ_CP007470.1_1763895_1765007,NTHI477_RS08665,aspartate-semialdehyde dehydrogenase
273,NZ_CP007470.1_1345633_1346508,NTHI477_RS06400,4-hydroxy-tetrahydrodipicolinate synthase
274,NZ_CP007470.1_884290_884847,NTHI477_RS04175,5-formyltetrahydrofolate cyclo-ligase
275,NZ_CP007470.1_213256_214428,NTHI477_RS01075,tryptophan synthase subunit beta
276,NZ_CP007470.1_1771085_1771816,NTHI477_RS08700,glycosyltransferase family 2 protein
277,NZ_CP007470.1_1281367_1281879,NTHI477_RS06140,shikimate kinase AroK
278,NZ_CP007470.1_1773282_1774085,NTHI477_RS08715,shikimate dehydrogenase
279,NZ_CP007470.1_390860_392221,NTHI477_RS01920,DegQ family serine endoprotease
280,NZ_CP007470.1_791381_792253,NTHI477_RS03760,outer membrane-stress sensor serine endopeptidase DegS
281,NZ_CP007470.1_1796259_1797734,NTHI477_RS08840,ketol-acid reductoisomerase
282,NZ_CP007470.1_1060937_1062721,NTHI477_RS05080,long-chain fatty acid--CoA ligase
283,NZ_CP007470.1_1148734_1149837,NTHI477_RS05495,methionine biosynthesis PLP-dependent protein
284,NZ_CP007470.1_1412347_1412751,NTHI477_RS06770,lactoylglutathione lyase
285,NZ_CP007470.1_1218769_1219635,NTHI477_RS05830,N-acetylmannosamine kinase
286,NZ_CP007470.1_1162770_1163897,NTHI477_RS05565,succinyl-diaminopimelate desuccinylase
287,NZ_CP007470.1_979207_980028,NTHI477_RS04730,diaminopimelate epimerase
288,NZ_CP007470.1_1762899_1763837,NTHI477_RS08660,alpha/beta hydrolase
